timestamp,pool_id,load1,load5,load15,available,total,status
1770548534,cammy-foxhop-net,0.91,1.08,3.19,289,289,healthy
1770548534,ai-foxhop-net,0.42,0.41,0.93,65,65,healthy
1770548539,cammy-foxhop-net,0.91,1.08,3.17,288,290,healthy
1770548539,ai-foxhop-net,0.39,0.4,0.92,63,63,healthy
1770548544,cammy-foxhop-net,4.12,1.77,3.38,289,289,healthy
1770548544,ai-foxhop-net,1.89,0.73,1.03,63,63,healthy
1770548550,cammy-foxhop-net,4.03,1.79,3.37,289,289,healthy
1770548550,ai-foxhop-net,1.9,0.75,1.03,63,63,healthy
1770548555,cammy-foxhop-net,3.87,1.79,3.37,289,289,healthy
1770548555,ai-foxhop-net,1.82,0.76,1.03,63,63,healthy
1770548561,cammy-foxhop-net,3.88,1.83,3.37,287,290,healthy
1770548561,ai-foxhop-net,2.4,0.9,1.07,63,63,healthy
1770548567,cammy-foxhop-net,8.13,2.75,3.66,278,295,healthy
1770548567,ai-foxhop-net,3.17,1.08,1.13,60,64,healthy
1770548573,cammy-foxhop-net,10.92,3.42,3.87,273,291,healthy
1770548573,ai-foxhop-net,5.32,1.56,1.29,61,66,healthy
1770548579,cammy-foxhop-net,13.57,4.09,4.09,269,288,healthy
1770548579,ai-foxhop-net,9.14,2.42,1.57,61,63,healthy
1770548584,cammy-foxhop-net,21.63,6.09,4.73,266,284,healthy
1770548584,ai-foxhop-net,9.29,2.56,1.62,60,64,healthy
1770548590,cammy-foxhop-net,22.78,6.58,4.9,266,284,healthy
1770548590,ai-foxhop-net,10.0,2.93,1.75,63,63,healthy
1770548596,cammy-foxhop-net,30.65,8.48,5.53,267,283,healthy
1770548596,ai-foxhop-net,9.28,2.9,1.75,63,63,healthy
1770548601,cammy-foxhop-net,32.92,9.32,5.81,268,285,healthy
1770548601,ai-foxhop-net,9.9,3.14,1.83,63,63,healthy
1770548607,cammy-foxhop-net,35.09,10.16,6.11,270,286,healthy
1770548607,ai-foxhop-net,9.19,3.1,1.82,63,63,healthy
1770548612,cammy-foxhop-net,35.32,10.63,6.28,271,287,healthy
1770548612,ai-foxhop-net,8.69,3.1,1.83,61,65,healthy
1770548617,cammy-foxhop-net,36.74,11.33,6.53,269,285,healthy
1770548617,ai-foxhop-net,9.52,3.36,1.92,62,64,healthy
1770548624,cammy-foxhop-net,42.6,13.39,7.25,272,288,healthy
1770548624,ai-foxhop-net,8.78,3.4,1.95,63,63,healthy
1770548630,cammy-foxhop-net,44.95,14.36,7.6,273,290,healthy
1770548630,ai-foxhop-net,8.39,3.41,1.96,63,63,healthy
1770548635,cammy-foxhop-net,46.64,15.22,7.91,276,288,healthy
1770548635,ai-foxhop-net,7.96,3.41,1.97,63,63,healthy
1770548641,cammy-foxhop-net,46.99,15.81,8.14,282,288,healthy
1770548641,ai-foxhop-net,8.12,3.52,2.01,63,63,healthy
1770548647,cammy-foxhop-net,47.71,16.48,8.4,284,290,healthy
1770548647,ai-foxhop-net,8.11,3.59,2.04,63,63,healthy
1770548653,cammy-foxhop-net,49.49,17.37,8.73,285,290,healthy
1770548653,ai-foxhop-net,7.62,3.56,2.04,61,65,healthy
1770548659,cammy-foxhop-net,49.55,18.47,9.18,283,290,healthy
1770548659,ai-foxhop-net,7.57,3.62,2.07,60,66,healthy
1770548665,cammy-foxhop-net,49.35,18.94,9.38,282,290,healthy
1770548665,ai-foxhop-net,12.45,4.77,2.46,60,63,healthy
1770548671,cammy-foxhop-net,54.52,20.52,9.95,283,291,healthy
1770548671,ai-foxhop-net,11.7,4.74,2.46,60,64,healthy
1770548678,cammy-foxhop-net,52.5,21.21,10.29,287,288,healthy
1770548678,ai-foxhop-net,11.4,4.8,2.49,62,65,healthy
1770548685,cammy-foxhop-net,49.9,21.19,10.34,288,288,healthy
1770548685,ai-foxhop-net,null,null,null,0,0,unhealthy
1770548692,cammy-foxhop-net,46.94,21.05,10.35,286,289,healthy
1770548692,ai-foxhop-net,8.94,4.58,2.46,63,64,healthy
1770548698,cammy-foxhop-net,45.18,21.12,10.43,286,289,healthy
1770548698,ai-foxhop-net,10.31,4.93,2.58,63,64,healthy
1770548703,cammy-foxhop-net,42.21,20.9,10.42,286,289,healthy
1770548703,ai-foxhop-net,9.72,4.9,2.58,63,64,healthy
1770548709,cammy-foxhop-net,38.45,20.82,10.5,288,288,healthy
1770548709,ai-foxhop-net,8.46,4.79,2.57,63,64,healthy
1770548715,cammy-foxhop-net,35.53,20.51,10.46,285,290,healthy
1770548715,ai-foxhop-net,8.18,4.79,2.59,63,64,healthy
1770548721,cammy-foxhop-net,41.41,21.97,10.99,284,292,healthy
1770548721,ai-foxhop-net,8.57,4.93,2.64,63,64,healthy
1770548728,cammy-foxhop-net,42.82,22.59,11.25,283,292,healthy
1770548728,ai-foxhop-net,9.16,5.11,2.71,62,65,healthy
1770548733,cammy-foxhop-net,41.8,22.71,11.35,284,289,healthy
1770548733,ai-foxhop-net,10.59,5.48,2.84,62,65,healthy
1770548740,cammy-foxhop-net,43.93,23.81,11.83,279,292,healthy
1770548740,ai-foxhop-net,11.14,5.77,2.97,63,65,healthy
1770548745,cammy-foxhop-net,44.82,24.33,12.06,280,292,healthy
1770548745,ai-foxhop-net,11.14,5.77,2.97,63,65,healthy
1770548751,cammy-foxhop-net,44.75,24.65,12.23,282,292,healthy
1770548751,ai-foxhop-net,null,null,null,0,0,unhealthy
1770548756,cammy-foxhop-net,45.57,25.16,12.46,281,292,healthy
1770548756,ai-foxhop-net,10.18,5.81,3.02,63,64,healthy
