timestamp,load1,load5,load15,mem_used_gb,mem_avail_gb,mem_pct,available,allocated,spawning,latency_ms,http_code
1769889979,0,0,0,0,0,0,0,0,0,162,200
1769889984,0,0,0,0,0,0,0,0,0,247,200
1769889990,0,0,0,0,0,0,0,0,0,152,200
1769889995,0,0,0,0,0,0,0,0,0,179,200
1769890001,0,0,0,0,0,0,0,0,0,147,200
1769890006,0,0,0,0,0,0,0,0,0,228,200
1769890012,0,0,0,0,0,0,0,0,0,366,200
1769890018,0,0,0,0,0,0,0,0,0,416,200
1769890024,0,0,0,0,0,0,0,0,0,199,200
1769890029,0,0,0,0,0,0,0,0,0,162,200
1769890035,0,0,0,0,0,0,0,0,0,187,200
1769890040,0,0,0,0,0,0,0,0,0,185,200
1769890046,0,0,0,0,0,0,0,0,0,205,200
1769890051,0,0,0,0,0,0,0,0,0,258,200
1769890057,0,0,0,0,0,0,0,0,0,201,200
1769890062,0,0,0,0,0,0,0,0,0,204,200
1769890068,0,0,0,0,0,0,0,0,0,210,200
1769890073,0,0,0,0,0,0,0,0,0,156,200
1769890079,0,0,0,0,0,0,0,0,0,180,200
1769890084,0,0,0,0,0,0,0,0,0,217,200
1769890090,0,0,0,0,0,0,0,0,0,210,200
1769890095,0,0,0,0,0,0,0,0,0,173,200
1769890101,0,0,0,0,0,0,0,0,0,253,200
1769890106,0,0,0,0,0,0,0,0,0,190,200
1769890112,0,0,0,0,0,0,0,0,0,219,200
1769890117,0,0,0,0,0,0,0,0,0,237,200
1769890123,0,0,0,0,0,0,0,0,0,224,200
1769890129,0,0,0,0,0,0,0,0,0,182,200
1769890134,0,0,0,0,0,0,0,0,0,179,200
1769890140,0,0,0,0,0,0,0,0,0,230,200
1769890145,0,0,0,0,0,0,0,0,0,208,200
1769890151,0,0,0,0,0,0,0,0,0,190,200
1769890156,0,0,0,0,0,0,0,0,0,159,200
1769890162,0,0,0,0,0,0,0,0,0,164,200
1769890167,0,0,0,0,0,0,0,0,0,191,200
1769890173,0,0,0,0,0,0,0,0,0,446,200
1769890179,0,0,0,0,0,0,0,0,0,197,200
1769890184,0,0,0,0,0,0,0,0,0,169,200
1769890190,0,0,0,0,0,0,0,0,0,183,200
1769890195,0,0,0,0,0,0,0,0,0,199,200
1769890201,0,0,0,0,0,0,0,0,0,288,200
1769890206,0,0,0,0,0,0,0,0,0,193,200
1769890212,0,0,0,0,0,0,0,0,0,534,200
1769890218,0,0,0,0,0,0,0,0,0,393,200
1769890224,0,0,0,0,0,0,0,0,0,198,200
1769890230,0,0,0,0,0,0,0,0,0,275,200
1769890235,0,0,0,0,0,0,0,0,0,222,200
1769890241,0,0,0,0,0,0,0,0,0,215,200
1769890246,0,0,0,0,0,0,0,0,0,216,200
1769890252,0,0,0,0,0,0,0,0,0,218,200
1769890258,0,0,0,0,0,0,0,0,0,224,200
1769890263,0,0,0,0,0,0,0,0,0,211,200
1769890269,0,0,0,0,0,0,0,0,0,211,200
1769890274,0,0,0,0,0,0,0,0,0,142,200
1769890280,0,0,0,0,0,0,0,0,0,201,200
1769890285,0,0,0,0,0,0,0,0,0,214,200
1769890291,0,0,0,0,0,0,0,0,0,224,200
1769890296,0,0,0,0,0,0,0,0,0,210,200
1769890302,0,0,0,0,0,0,0,0,0,187,200
1769890308,0,0,0,0,0,0,0,0,0,167,200
1769890313,0,0,0,0,0,0,0,0,0,140,200
1769890318,0,0,0,0,0,0,0,0,0,144,200
1769890324,0,0,0,0,0,0,0,0,0,173,200
1769890329,0,0,0,0,0,0,0,0,0,152,200
1769890335,0,0,0,0,0,0,0,0,0,229,200
1769890340,0,0,0,0,0,0,0,0,0,212,200
1769890346,0,0,0,0,0,0,0,0,0,174,200
1769890351,0,0,0,0,0,0,0,0,0,211,200
1769890357,0,0,0,0,0,0,0,0,0,151,200
1769890362,0,0,0,0,0,0,0,0,0,152,200
1769890368,0,0,0,0,0,0,0,0,0,195,200
1769890373,0,0,0,0,0,0,0,0,0,154,200
1769890379,0,0,0,0,0,0,0,0,0,303,200
1769890384,0,0,0,0,0,0,0,0,0,201,200
1769890390,0,0,0,0,0,0,0,0,0,194,200
1769890395,0,0,0,0,0,0,0,0,0,214,200
1769890401,0,0,0,0,0,0,0,0,0,202,200
1769890406,0,0,0,0,0,0,0,0,0,204,200
1769890412,0,0,0,0,0,0,0,0,0,207,200
1769890418,0,0,0,0,0,0,0,0,0,182,200
1769890423,0,0,0,0,0,0,0,0,0,218,200
1769890429,0,0,0,0,0,0,0,0,0,359,200
1769890434,0,0,0,0,0,0,0,0,0,191,200
1769890440,0,0,0,0,0,0,0,0,0,144,200
1769890445,0,0,0,0,0,0,0,0,0,136,200
1769890450,0,0,0,0,0,0,0,0,0,163,200
1769890456,0,0,0,0,0,0,0,0,0,154,200
1769890461,0,0,0,0,0,0,0,0,0,149,200
1769890467,0,0,0,0,0,0,0,0,0,157,200
1769890472,0,0,0,0,0,0,0,0,0,180,200
1769890478,0,0,0,0,0,0,0,0,0,222,200
1769890483,0,0,0,0,0,0,0,0,0,211,200
1769890489,0,0,0,0,0,0,0,0,0,262,200
1769890494,0,0,0,0,0,0,0,0,0,159,200
1769890500,0,0,0,0,0,0,0,0,0,238,200
1769890506,0,0,0,0,0,0,0,0,0,147,200
1769890511,0,0,0,0,0,0,0,0,0,200,200
1769890516,0,0,0,0,0,0,0,0,0,200,200
1769890522,0,0,0,0,0,0,0,0,0,200,200
1769890527,0,0,0,0,0,0,0,0,0,188,200
1769890533,0,0,0,0,0,0,0,0,0,361,200
1769890539,0,0,0,0,0,0,0,0,0,206,200
1769890544,0,0,0,0,0,0,0,0,0,177,200
1769890550,0,0,0,0,0,0,0,0,0,209,200
1769890555,0,0,0,0,0,0,0,0,0,171,200
1769890561,0,0,0,0,0,0,0,0,0,228,200
1769890566,0,0,0,0,0,0,0,0,0,216,200
1769890572,0,0,0,0,0,0,0,0,0,210,200
1769890577,0,0,0,0,0,0,0,0,0,212,200
1769890583,0,0,0,0,0,0,0,0,0,200,200
1769890589,0,0,0,0,0,0,0,0,0,215,200
1769890594,0,0,0,0,0,0,0,0,0,231,200
1769890601,0,0,0,0,0,0,0,0,0,212,200
1769890606,0,0,0,0,0,0,0,0,0,208,200
1769890612,0,0,0,0,0,0,0,0,0,219,200
1769890618,0,0,0,0,0,0,0,0,0,210,200
1769890623,0,0,0,0,0,0,0,0,0,272,200
1769890629,0,0,0,0,0,0,0,0,0,212,200
1769890634,0,0,0,0,0,0,0,0,0,225,200
1769890640,0,0,0,0,0,0,0,0,0,204,200
1769890645,0,0,0,0,0,0,0,0,0,187,200
1769890651,0,0,0,0,0,0,0,0,0,203,200
1769890656,0,0,0,0,0,0,0,0,0,214,200
1769890662,0,0,0,0,0,0,0,0,0,210,200
1769890668,0,0,0,0,0,0,0,0,0,204,200
1769890673,0,0,0,0,0,0,0,0,0,219,200
1769890679,0,0,0,0,0,0,0,0,0,212,200
1769890684,0,0,0,0,0,0,0,0,0,262,200
1769890690,0,0,0,0,0,0,0,0,0,208,200
1769890695,0,0,0,0,0,0,0,0,0,203,200
1769890701,0,0,0,0,0,0,0,0,0,170,200
1769890706,0,0,0,0,0,0,0,0,0,217,200
1769890712,0,0,0,0,0,0,0,0,0,195,200
1769890717,0,0,0,0,0,0,0,0,0,165,200
1769890723,0,0,0,0,0,0,0,0,0,146,200
1769890728,0,0,0,0,0,0,0,0,0,191,200
1769890734,0,0,0,0,0,0,0,0,0,148,200
1769890739,0,0,0,0,0,0,0,0,0,158,200
1769890745,0,0,0,0,0,0,0,0,0,208,200
1769890750,0,0,0,0,0,0,0,0,0,202,200
1769890756,0,0,0,0,0,0,0,0,0,195,200
1769890761,0,0,0,0,0,0,0,0,0,202,200
1769890767,0,0,0,0,0,0,0,0,0,208,200
1769890772,0,0,0,0,0,0,0,0,0,355,200
1769890778,0,0,0,0,0,0,0,0,0,211,200
1769890784,0,0,0,0,0,0,0,0,0,204,200
1769890789,0,0,0,0,0,0,0,0,0,218,200
1769890795,0,0,0,0,0,0,0,0,0,534,200
1769890801,0,0,0,0,0,0,0,0,0,224,200
1769890806,0,0,0,0,0,0,0,0,0,221,200
1769890812,0,0,0,0,0,0,0,0,0,203,200
1769890817,0,0,0,0,0,0,0,0,0,217,200
1769890823,0,0,0,0,0,0,0,0,0,214,200
1769890828,0,0,0,0,0,0,0,0,0,209,200
1769890834,0,0,0,0,0,0,0,0,0,164,200
1769890840,0,0,0,0,0,0,0,0,0,207,200
1769890845,0,0,0,0,0,0,0,0,0,207,200
1769890851,0,0,0,0,0,0,0,0,0,214,200
1769890856,0,0,0,0,0,0,0,0,0,153,200
1769890862,0,0,0,0,0,0,0,0,0,206,200
1769890867,0,0,0,0,0,0,0,0,0,258,200
